average_rating,year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
7.365591397849462,2022,19K108,P.S. 108 Sal Abbracciamento,89%,95%,95%,98%,96%,98%,97%,97%,97%,98%,96%,96%,97%,96%,97%,96%,97%,99%,16%
7.384839650145772,2022,22K109,P.S. 109,35%,88%,95%,99%,91%,99%,97%,97%,97%,94%,95%,96%,97%,93%,95%,93%,96%,97%,15%
7.455696202531645,2022,14K110,P.S. 110 The Monitor,56%,85%,89%,97%,92%,99%,89%,86%,83%,96%,82%,90%,89%,89%,97%,92%,94%,95%,24%
7.0,2022,20K112,P.S. 112 Lefferts Park,83%,97%,96%,99%,96%,98%,99%,97%,98%,98%,97%,98%,96%,95%,97%,98%,99%,99%,24%
7.333333333333333,2022,13K113,M.S. 113 Ronald Edmonds Learning Center,16%,95%,93%,98%,93%,95%,95%,95%,93%,95%,91%,89%,87%,84%,89%,95%,95%,95%,21%
7.317073170731708,2022,18K114,P.S. 114 Ryder Elementary,52%,94%,93%,99%,92%,97%,94%,90%,91%,97%,93%,95%,94%,96%,96%,96%,94%,97%,24%
7.549019607843137,2022,18K115,P.S. 115 Daniel Mucatel School,63%,91%,93%,97%,96%,97%,96%,96%,96%,96%,97%,96%,99%,98%,96%,97%,97%,98%,29%
7.333333333333333,2022,32K116,P.S. 116 Elizabeth L Farrell,72%,94%,93%,97%,95%,98%,96%,93%,94%,96%,93%,95%,91%,90%,96%,96%,96%,96%,26%
7.391143911439114,2022,22K119,P.S. 119 Amersfort,56%,85%,93%,100%,94%,99%,100%,98%,99%,95%,93%,95%,97%,92%,98%,95%,96%,97%,20%
7.491582491582491,2022,14K120,P.S. 120 Carlos Tapia,68%,93%,94%,98%,96%,97%,99%,98%,98%,95%,97%,97%,98%,97%,98%,98%,96%,98%,18%
7.409090909090909,2022,32K123,P.S. 123 Suydam,56%,90%,93%,98%,94%,98%,98%,96%,95%,95%,92%,94%,96%,96%,94%,97%,95%,97%,22%
7.476190476190476,2022,14K126,John Ericsson Middle School 126,99%,95%,91%,98%,95%,99%,96%,94%,97%,95%,96%,95%,97%,97%,98%,100%,94%,96%,28%
7.222222222222222,2022,21K128,P.S. 128 Bensonhurst,87%,92%,89%,97%,92%,94%,96%,94%,95%,96%,93%,94%,96%,96%,96%,95%,95%,98%,36%
7.236842105263157,2022,14K132,P.S. 132 The Conselyea School,47%,82%,91%,97%,88%,99%,94%,88%,90%,92%,82%,88%,89%,85%,97%,92%,91%,94%,46%
7.230769230769231,2022,13K133,P.S. 133 William A. Butler,62%,91%,90%,99%,93%,99%,96%,97%,96%,95%,94%,94%,97%,98%,96%,96%,95%,97%,20%
7.321428571428571,2022,18K135,P.S. 135 Sheldon A. Brookner,67%,96%,94%,98%,97%,96%,99%,98%,98%,96%,96%,93%,97%,98%,95%,99%,99%,98%,23%
6.619047619047619,2022,15K136,I.S. 136 Charles O. Dewey,51%,92%,92%,98%,95%,98%,99%,97%,98%,97%,98%,96%,98%,96%,97%,97%,98%,96%,17%
7.447619047619048,2022,23K137,P.S./I.S. 137 Rachel Jean Mitchell,26%,87%,89%,97%,95%,100%,97%,100%,97%,88%,83%,94%,97%,88%,97%,95%,94%,97%,12%
7.507042253521127,2022,17K138,P.S. 138 Brooklyn,52%,87%,89%,97%,95%,95%,97%,95%,97%,95%,96%,90%,97%,97%,92%,98%,95%,96%,17%
7.571428571428571,2022,22K139,P.S. 139 Alexine A. Fenty,67%,92%,93%,97%,91%,97%,93%,93%,94%,96%,90%,93%,92%,92%,95%,96%,95%,97%,13%
7.683937823834197,2022,75K140,P.S. K140,26%,86%,88%,95%,91%,92%,91%,88%,89%,83%,86%,84%,89%,91%,87%,97%,89%,95%,17%
7.378048780487805,2022,75K141,P.S. K141,53%,94%,94%,97%,97%,97%,97%,96%,97%,95%,95%,96%,99%,97%,97%,97%,98%,99%,24%
7.433155080213904,2022,32K145,P.S. 145 Andrew Jackson,81%,91%,93%,97%,94%,97%,96%,96%,95%,97%,94%,95%,95%,95%,94%,97%,96%,98%,27%
7.554166666666666,2022,14K147,P.S. 147 Isaac Remsen,82%,95%,95%,99%,95%,99%,97%,95%,93%,98%,95%,96%,96%,93%,98%,98%,95%,99%,38%
7.364705882352941,2022,19K149,P.S. 149 Danny Kaye,79%,93%,93%,94%,92%,94%,94%,93%,93%,94%,93%,94%,92%,93%,95%,94%,95%,95%,12%
7.891025641025641,2022,23K150,P.S. 150 Christopher,51%,95%,95%,99%,99%,96%,97%,97%,97%,96%,97%,96%,96%,97%,97%,96%,95%,97%,28%
7.310734463276836,2022,32K151,P.S. 151 Lyndon B. Johnson,89%,93%,94%,98%,94%,99%,98%,97%,97%,95%,98%,96%,98%,96%,98%,98%,98%,98%,12%
7.118279569892473,2022,21K153,P.S. 153 Homecrest,67%,94%,94%,98%,95%,96%,95%,95%,96%,97%,95%,94%,97%,93%,96%,95%,94%,96%,30%
7.436241610738255,2022,23K155,P.S./ I.S. 155 Nicholas Herkimer,76%,90%,91%,96%,92%,96%,94%,92%,93%,92%,91%,92%,93%,92%,90%,96%,95%,98%,28%
7.718181818181818,2022,23K156,P.S. 156 Waverly,64%,90%,91%,98%,94%,99%,95%,91%,93%,95%,92%,96%,95%,96%,97%,95%,91%,97%,37%
7.382857142857143,2022,19K158,P.S. 158 Warwick,95%,87%,90%,95%,86%,97%,92%,86%,89%,92%,85%,89%,90%,89%,88%,94%,94%,94%,23%
7.31924882629108,2022,19K159,P.S. 159 Isaac Pitkin,85%,93%,94%,98%,93%,95%,96%,98%,97%,98%,94%,98%,96%,96%,97%,96%,95%,97%,25%
7.25,2022,17K161,P.S. 161 The Crown,63%,92%,93%,97%,93%,96%,97%,96%,96%,96%,97%,94%,99%,99%,96%,95%,95%,97%,10%
7.418803418803419,2022,32K162,J.H.S. 162 The Willoughby,76%,94%,94%,97%,96%,97%,98%,97%,97%,98%,98%,99%,98%,96%,95%,99%,100%,99%,43%
7.173913043478261,2022,20K163,P.S. 163 Bath Beach,56%,92%,93%,98%,95%,96%,98%,97%,98%,95%,97%,95%,97%,95%,95%,97%,97%,98%,34%
7.755274261603375,2022,23K165,P.S. 165 Ida Posner,65%,98%,95%,98%,92%,99%,97%,96%,97%,97%,94%,98%,96%,95%,95%,98%,99%,99%,20%
6.666666666666667,2022,15K169,P.S. 169 Sunset Park,72%,90%,92%,98%,94%,98%,97%,96%,94%,96%,94%,95%,96%,95%,96%,96%,96%,97%,33%
6.833333333333333,2022,20K170,Ralph A. Fabrizio School,100%,97%,97%,99%,98%,99%,99%,97%,98%,99%,98%,98%,98%,98%,97%,97%,98%,99%,23%
7.486486486486487,2022,19K171,I.S. 171 Abraham Lincoln,56%,93%,95%,97%,95%,99%,99%,97%,98%,95%,98%,96%,98%,99%,90%,100%,97%,97%,23%
6.8,2022,21K177,P.S. 177 The Marlboro,65%,94%,95%,99%,96%,96%,98%,98%,98%,98%,98%,96%,99%,98%,94%,98%,96%,97%,27%
7.488235294117647,2022,23K178,P.S. 178 Saint Clair Mckelway,38%,86%,89%,95%,93%,94%,95%,93%,94%,92%,95%,93%,98%,98%,85%,94%,91%,95%,21%
7.439024390243903,2022,17K181,P.S. 181 Brooklyn,14%,81%,88%,92%,86%,96%,95%,90%,93%,94%,92%,94%,94%,93%,95%,89%,90%,91%,20%
7.791855203619909,2022,23K184,P.S. 184 Newport,79%,100%,99%,99%,99%,99%,99%,99%,99%,100%,99%,100%,99%,99%,100%,99%,100%,100%,2%
7.2105263157894735,2022,20K186,P.S. 186 Dr. Irving A Gladstone,100%,95%,96%,98%,96%,96%,98%,98%,98%,98%,98%,96%,98%,98%,98%,97%,96%,98%,21%
7.518292682926829,2022,17K189,P.S. 189 The Bilingual Center,47%,89%,92%,97%,89%,96%,97%,95%,95%,96%,95%,94%,96%,95%,93%,93%,97%,97%,14%
7.37593984962406,2022,19K190,P.S. 190 Sheffield,56%,94%,99%,97%,97%,100%,95%,96%,97%,95%,89%,98%,92%,87%,96%,100%,97%,97%,29%
7.338582677165355,2022,17K191,P.S. 191 Paul Robeson,44%,95%,87%,98%,94%,95%,94%,94%,96%,96%,94%,98%,100%,98%,97%,96%,98%,98%,13%
7.409638554216867,2022,22K193,P.S. 193 Gil Hodges,71%,93%,94%,98%,96%,99%,97%,97%,98%,97%,96%,96%,98%,98%,95%,97%,98%,98%,18%
7.58955223880597,2022,22K194,P.S. 194 Raoul Wallenberg,39%,89%,94%,96%,95%,94%,96%,98%,97%,94%,93%,92%,97%,97%,95%,99%,95%,96%,22%
7.470588235294118,2022,22K195,P.S. 195 Manhattan Beach,78%,93%,94%,99%,97%,98%,97%,97%,99%,98%,97%,95%,96%,94%,98%,99%,95%,96%,21%
7.530487804878049,2022,14K196,P.S. 196 Ten Eyck,66%,97%,97%,99%,96%,99%,97%,97%,98%,99%,96%,97%,98%,97%,96%,96%,97%,98%,18%
7.294117647058823,2022,22K197,P.S. 197 - The Kings Highway Academy,65%,93%,94%,99%,96%,97%,97%,95%,97%,97%,95%,97%,98%,96%,96%,97%,95%,97%,28%
7.380681818181818,2022,22K198,P.S. 198 Brooklyn,29%,97%,99%,98%,97%,99%,91%,97%,99%,97%,97%,97%,97%,97%,97%,96%,97%,97%,16%
7.190476190476191,2022,20K200,P.S. 200 Benson School,63%,91%,94%,98%,93%,97%,98%,95%,95%,96%,92%,93%,95%,93%,98%,96%,93%,96%,31%
7.0,2022,20K201,J.H.S. 201 The Dyker Heights,76%,88%,88%,98%,91%,95%,97%,96%,96%,95%,94%,92%,96%,94%,97%,96%,96%,96%,46%
7.285714285714286,2022,19K202,P.S. 202 Ernest S. Jenkyns,100%,100%,99%,99%,97%,98%,99%,98%,98%,100%,99%,100%,99%,100%,98%,99%,99%,100%,68%
7.367549668874172,2022,22K203,P.S. 203 Floyd Bennett School,43%,93%,96%,99%,97%,99%,96%,94%,95%,98%,94%,96%,96%,95%,94%,99%,97%,99%,30%
7.2,2022,20K204,P.S. 204 Vince Lombardi,81%,93%,93%,98%,95%,98%,98%,97%,98%,98%,96%,96%,97%,96%,97%,98%,96%,98%,35%
7.387931034482759,2022,22K206,P.S. 206 Joseph F Lamb,58%,92%,92%,98%,95%,98%,97%,97%,96%,95%,96%,95%,96%,95%,96%,97%,93%,96%,23%
7.53953488372093,2022,22K207,P.S. 207 Elizabeth G. Leary,46%,89%,89%,98%,93%,97%,96%,95%,97%,94%,92%,93%,94%,91%,94%,96%,96%,97%,35%
7.266846361185983,2022,18K208,P.S. 208 Elsa Ebeling,47%,95%,94%,98%,96%,96%,98%,96%,98%,96%,98%,96%,98%,98%,95%,99%,96%,95%,10%
7.324200913242009,2022,21K209,P.S. 209 Margaret Mead,82%,90%,91%,98%,93%,93%,98%,98%,98%,96%,95%,95%,98%,95%,96%,96%,95%,97%,36%
7.956521739130435,2022,18K211,I.S. 211 John Wilson,8%,80%,88%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,100%,93%,100%,94%,100%,12%
7.428571428571429,2022,21K212,P.S. 212 Lady Deborah Moody,70%,92%,95%,98%,95%,96%,98%,96%,97%,94%,96%,95%,96%,94%,95%,96%,96%,97%,23%
7.1875,2022,19K213,P.S. 213 New Lots,11%,86%,91%,95%,91%,100%,90%,87%,86%,95%,94%,90%,90%,95%,94%,86%,95%,95%,39%
7.255681818181818,2022,19K214,P.S. 214 Michael Friedsam,86%,93%,95%,99%,95%,97%,96%,96%,96%,96%,94%,97%,97%,96%,97%,96%,96%,96%,26%
6.864864864864865,2022,21K215,P.S. 215 Morris H. Weiss,71%,93%,93%,99%,93%,96%,92%,91%,91%,95%,90%,94%,93%,95%,97%,93%,95%,97%,27%
7.133333333333334,2022,21K216,P.S. 216 Arturo Toscanini,73%,93%,96%,99%,96%,95%,99%,98%,98%,96%,95%,95%,97%,97%,95%,97%,97%,98%,22%
7.5,2022,22K217,P.S. 217 Colonel David Marcus School,50%,93%,93%,97%,97%,98%,98%,97%,97%,97%,97%,96%,97%,97%,95%,99%,98%,97%,24%
7.238532110091743,2022,19K218,J.H.S. 218 James P. Sinnott,32%,94%,93%,99%,97%,93%,99%,97%,100%,99%,93%,98%,99%,100%,92%,98%,98%,98%,30%
7.582456140350877,2022,18K219,P.S. 219 Kennedy-King,40%,95%,92%,95%,95%,97%,95%,94%,95%,96%,94%,93%,91%,94%,97%,94%,91%,94%,25%
7.373626373626373,2022,17K221,P.S. 221 Toussaint L'Ouverture,79%,92%,93%,98%,91%,100%,93%,91%,91%,93%,88%,93%,89%,89%,92%,95%,91%,95%,31%
7.521739130434782,2022,22K222,P.S. 222 Katherine R. Snyder,66%,95%,95%,99%,96%,99%,97%,96%,96%,97%,95%,96%,96%,94%,99%,98%,97%,97%,32%
7.117647058823529,2022,19K224,P.S. 224 Hale A. Woodruff,61%,85%,89%,94%,88%,93%,94%,91%,94%,94%,93%,94%,94%,94%,91%,97%,94%,97%,22%
7.412698412698413,2022,21K225,P.S. K225 - The Eileen E. Zaglin,70%,90%,91%,96%,92%,94%,97%,96%,96%,96%,96%,94%,96%,94%,92%,96%,94%,96%,31%
7.0588235294117645,2022,21K228,I.S. 228 David A. Boody,95%,88%,87%,98%,92%,96%,97%,95%,96%,94%,95%,92%,96%,95%,94%,96%,96%,97%,46%
7.235294117647059,2022,20K229,P.S. 229 Dyker,70%,89%,91%,98%,93%,98%,96%,94%,93%,97%,94%,94%,95%,92%,97%,96%,93%,97%,33%
7.543859649122807,2022,18K233,P.S. 233 Langston Hughes,66%,90%,91%,96%,94%,98%,97%,97%,98%,93%,97%,94%,98%,97%,95%,99%,95%,98%,19%
6.935483870967742,2022,22K234,J.H.S. 234 Arthur W. Cunningham,36%,87%,83%,96%,91%,94%,96%,95%,95%,93%,93%,93%,95%,94%,96%,96%,95%,96%,49%
7.324427480916031,2022,18K235,P.S. 235 Janice Marie Knight School,53%,87%,86%,96%,89%,98%,92%,89%,89%,93%,88%,92%,92%,91%,94%,93%,94%,96%,14%
7.08130081300813,2022,22K236,P.S. 236 Mill Basin,73%,96%,97%,98%,96%,99%,98%,97%,97%,95%,96%,96%,98%,96%,96%,98%,97%,98%,25%
6.571428571428571,2022,21K238,P.S. 238 Anne Sullivan,51%,93%,94%,97%,90%,92%,95%,90%,90%,95%,92%,94%,93%,92%,93%,94%,96%,96%,32%
7.371212121212121,2022,22K240,Andries Hudde,29%,78%,76%,96%,82%,94%,93%,88%,89%,91%,88%,86%,91%,90%,91%,90%,92%,94%,46%
7.637931034482759,2022,16K243,P.S. 243K- The Weeksville School,9%,75%,71%,94%,87%,88%,86%,85%,69%,92%,90%,93%,100%,92%,91%,100%,100%,100%,27%
7.33015873015873,2022,18K244,P.S. 244 Richard R. Green,52%,90%,96%,98%,91%,98%,94%,91%,95%,99%,92%,94%,97%,95%,97%,99%,97%,99%,16%
7.526717557251908,2022,22K245,P.S. 245,80%,98%,98%,99%,97%,98%,98%,98%,97%,99%,97%,99%,98%,97%,99%,98%,99%,99%,9%
7.427561837455831,2022,17K246,M.S. 246 Walt Whitman,56%,85%,82%,98%,91%,96%,92%,93%,93%,93%,88%,94%,95%,92%,93%,98%,96%,96%,38%
7.636363636363637,2022,17K249,P.S. 249 The Caton,37%,95%,97%,98%,95%,96%,95%,95%,96%,97%,93%,96%,95%,94%,94%,96%,99%,98%,7%
7.422413793103448,2022,14K250,P.S. 250 George H. Lindsay,63%,93%,94%,98%,94%,98%,95%,94%,95%,95%,93%,94%,95%,96%,94%,93%,93%,94%,25%
7.24124513618677,2022,22K251,P.S. 251 Paerdegat,27%,95%,93%,100%,96%,96%,96%,96%,98%,95%,94%,97%,99%,99%,92%,94%,95%,96%,19%
7.457746478873239,2022,21K253,P.S. 253,86%,97%,96%,99%,98%,98%,99%,98%,99%,98%,97%,97%,99%,98%,96%,98%,99%,99%,21%
7.457746478873239,2022,27Q253,P.S. 253,48%,92%,91%,95%,95%,96%,98%,95%,97%,96%,95%,96%,98%,98%,95%,96%,98%,97%,22%
7.337662337662338,2022,22K254,P.S. 254 Dag Hammarskjold,61%,95%,95%,99%,96%,98%,96%,95%,95%,98%,95%,96%,97%,91%,98%,97%,97%,97%,32%
6.967213114754099,2022,22K255,P.S. 255 Barbara Reing School,86%,93%,94%,99%,94%,98%,98%,98%,96%,96%,96%,95%,97%,96%,96%,97%,96%,97%,34%
7.458015267175573,2022,13K256,P.S. 256 Benjamin Banneker,17%,94%,94%,97%,97%,100%,100%,97%,97%,97%,93%,91%,97%,100%,93%,97%,97%,97%,33%
7.506382978723404,2022,14K257,P.S. 257 John F. Hylan,65%,93%,95%,98%,96%,98%,97%,96%,97%,97%,95%,96%,97%,97%,97%,99%,97%,97%,19%
7.433333333333334,2022,15K261,P.S. 261 Philip Livingston,81%,90%,93%,99%,94%,99%,96%,94%,94%,97%,90%,95%,96%,96%,98%,97%,94%,98%,13%
6.933333333333334,2022,13K266,M.S. K266 - Park Place Community Middle School,34%,76%,71%,94%,53%,94%,47%,37%,35%,79%,30%,67%,31%,32%,54%,47%,77%,75%,45%
7.47463768115942,2022,16K267,"M.S. 267 Math, Science & Technology",49%,89%,89%,96%,93%,93%,94%,95%,95%,95%,93%,94%,99%,99%,94%,97%,99%,99%,22%
7.440613026819923,2022,18K268,P.S. 268 Emma Lazarus,34%,90%,87%,99%,92%,97%,100%,99%,100%,97%,98%,99%,97%,97%,94%,95%,93%,96%,14%
8.222222222222221,2022,18K272,P.S. 272 Curtis Estabrook,36%,92%,89%,98%,89%,96%,97%,94%,96%,93%,94%,91%,96%,98%,94%,98%,97%,97%,30%
7.121212121212121,2022,19K273,P.S. 273 Wortman,22%,90%,97%,97%,92%,98%,100%,95%,97%,98%,98%,98%,98%,95%,96%,95%,93%,98%,16%
7.423398328690808,2022,32K274,P.S. 274 Kosciusko,36%,95%,92%,96%,94%,98%,94%,94%,98%,98%,98%,93%,99%,98%,95%,100%,95%,97%,34%
7.069306930693069,2022,18K276,P.S. 276 Louis Marshall,56%,89%,92%,98%,95%,96%,98%,96%,96%,92%,95%,96%,97%,96%,98%,96%,94%,96%,27%
7.609195402298851,2022,22K277,P.S. 277 Gerritsen Beach,87%,92%,95%,97%,96%,98%,95%,94%,94%,97%,92%,97%,93%,90%,96%,95%,96%,98%,28%
7.948979591836735,2022,22K278,J.H.S. 278 Marine Park,38%,74%,76%,93%,75%,95%,84%,77%,74%,87%,72%,84%,78%,76%,81%,87%,84%,89%,44%
7.391304347826087,2022,18K279,P.S. 279 Herman Schreiber,27%,90%,93%,99%,91%,99%,97%,96%,99%,97%,98%,94%,95%,95%,93%,97%,94%,99%,21%
7.0,2022,21K281,I.S. 281 Joseph B Cavallaro,49%,88%,88%,97%,92%,95%,96%,96%,96%,93%,95%,95%,96%,95%,95%,97%,96%,97%,43%
6.75,2022,13K282,P.S. 282 Park Slope,50%,84%,89%,100%,91%,100%,94%,93%,89%,96%,89%,94%,94%,90%,98%,91%,96%,98%,24%
7.333333333333333,2022,18K285,I.S. 285 Meyer Levin,51%,80%,79%,92%,83%,97%,94%,91%,93%,87%,87%,92%,96%,95%,93%,93%,92%,93%,27%
7.293103448275862,2022,13K287,P.S. 287 Bailey K. Ashford,51%,95%,94%,100%,92%,100%,95%,94%,95%,92%,97%,93%,98%,100%,94%,97%,95%,97%,22%
7.5777777777777775,2022,17K289,P.S. 289 George V. Brower,65%,93%,97%,95%,94%,96%,99%,96%,96%,97%,97%,96%,99%,96%,97%,98%,99%,100%,33%
7.375838926174497,2022,19K290,P.S. 290 Juan Morel Campos,44%,91%,93%,96%,91%,97%,93%,92%,94%,95%,91%,95%,91%,91%,94%,96%,95%,95%,21%
7.32,2022,32K291,J.H.S. 291 Roland Hayes,19%,82%,86%,92%,90%,98%,96%,96%,94%,93%,93%,93%,98%,96%,86%,94%,98%,96%,27%
7.36734693877551,2022,19K292,J.H.S. 292 Margaret S. Douglas,45%,81%,85%,95%,91%,94%,94%,95%,94%,94%,92%,92%,94%,93%,93%,94%,98%,98%,37%
6.666666666666667,2022,15K295,P.S. 295,70%,88%,93%,98%,85%,98%,79%,69%,70%,96%,69%,90%,72%,75%,92%,88%,95%,99%,23%
7.393805309734513,2022,14K297,P.S. 297 Abraham Stockton,74%,95%,94%,97%,97%,99%,97%,94%,97%,96%,95%,97%,94%,94%,97%,98%,96%,97%,11%
7.776315789473684,2022,23K298,P.S. 298 Dr. Betty Shabazz,48%,94%,96%,96%,95%,96%,96%,93%,96%,95%,95%,94%,98%,97%,93%,97%,95%,95%,16%
7.364741641337386,2022,32K299,P.S. 299 Thomas Warren Field,99%,89%,94%,96%,96%,97%,98%,96%,97%,93%,97%,96%,96%,96%,96%,98%,95%,97%,23%
6.92,2022,21K303,I.S. 303 Herbert S. Eisenberg,79%,83%,84%,96%,90%,93%,95%,92%,92%,95%,92%,92%,95%,93%,90%,94%,94%,95%,39%
7.050632911392405,2022,19K306,P.S. 306 Ethan Allen,36%,93%,95%,96%,89%,99%,92%,94%,90%,99%,87%,95%,97%,97%,91%,94%,95%,98%,22%
7.26530612244898,2022,13K307,P.S. 307 Daniel Hale Williams,19%,90%,97%,98%,92%,100%,93%,86%,84%,98%,88%,87%,87%,87%,94%,91%,95%,98%,19%
7.512367491166078,2022,16K308,P.S. 308 Clara Cardwell,47%,88%,92%,99%,93%,98%,98%,97%,97%,94%,98%,98%,98%,98%,97%,94%,92%,99%,25%
7.377777777777778,2022,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,48%,94%,96%,99%,97%,100%,97%,96%,97%,96%,97%,98%,100%,99%,95%,96%,99%,100%,17%
6.869158878504673,2022,22K312,P.S. 312 Bergen Beach,51%,94%,94%,97%,95%,97%,95%,95%,95%,95%,92%,95%,95%,96%,96%,98%,96%,96%,25%
7.442028985507246,2022,22K315,P.S. K315,70%,95%,95%,98%,93%,95%,98%,97%,97%,98%,96%,98%,97%,98%,96%,98%,97%,97%,22%
7.395348837209302,2022,17K316,P.S. 316 Elijah Stroud,57%,90%,95%,99%,90%,97%,93%,90%,92%,98%,89%,93%,95%,95%,94%,84%,95%,96%,26%
7.364864864864865,2022,14K318,I.S. 318 Eugenio Maria De Hostos,49%,82%,84%,97%,87%,96%,97%,95%,96%,91%,92%,90%,95%,93%,94%,93%,92%,94%,47%
7.661764705882353,2022,14K319,P.S. 319,98%,98%,100%,100%,100%,100%,100%,100%,99%,100%,99%,99%,100%,100%,100%,100%,100%,100%,4%
7.801724137931035,2022,23K323,P.S./I.S. 323,57%,81%,86%,95%,88%,95%,89%,88%,87%,90%,85%,88%,91%,90%,91%,94%,91%,93%,29%
7.161290322580645,2022,19K325,The Fresh Creek School,65%,100%,96%,98%,98%,100%,99%,99%,100%,98%,99%,100%,100%,100%,99%,100%,98%,97%,31%
7.342465753424658,2022,22K326,P.S. 326,51%,96%,100%,99%,99%,100%,99%,99%,99%,99%,100%,100%,100%,100%,100%,100%,99%,99%,12%
7.769585253456221,2022,23K327,P.S. 327 Dr. Rose B. English,15%,96%,100%,100%,93%,97%,90%,90%,86%,93%,81%,82%,85%,84%,85%,89%,100%,100%,31%
7.794392523364486,2022,19K328,P.S. 328 Phyllis Wheatley,80%,92%,94%,97%,93%,99%,93%,92%,89%,97%,89%,94%,93%,94%,94%,94%,97%,97%,19%
7.507692307692308,2022,84K333,Explore Exceed Charter School,14%,91%,93%,95%,93%,95%,96%,91%,91%,100%,96%,98%,100%,96%,88%,96%,96%,100%,13%
7.416666666666667,2022,16K335,P.S. 335 Granville T. Woods,34%,88%,93%,100%,95%,97%,96%,91%,93%,98%,90%,93%,93%,91%,94%,94%,96%,94%,20%
6.714285714285714,2022,17K340,I.S. 340,43%,85%,81%,96%,85%,92%,90%,86%,93%,88%,88%,94%,92%,92%,93%,95%,92%,93%,24%
7.329365079365079,2022,19K345,P.S. 345 Patrolman Robert Bolden,58%,95%,96%,97%,96%,98%,99%,98%,98%,97%,98%,97%,100%,100%,94%,97%,97%,98%,19%
6.9,2022,19K346,P.S. 346 Abe Stark,55%,89%,89%,98%,92%,98%,98%,94%,96%,93%,92%,94%,95%,93%,96%,95%,93%,95%,26%
7.427207637231503,2022,32K349,"I.S. 349 Math, Science & Tech.",75%,89%,83%,99%,87%,92%,96%,93%,94%,98%,93%,93%,96%,97%,91%,97%,97%,95%,39%
7.304347826086956,2022,13K351,The Urban Assembly Unison School,39%,93%,91%,99%,97%,97%,99%,97%,99%,96%,99%,97%,100%,99%,97%,100%,96%,100%,20%
8.0,2022,17K352,Ebbets Field Middle School,98%,98%,99%,99%,99%,99%,98%,98%,97%,98%,97%,98%,99%,99%,98%,99%,99%,99%,7%
7.395348837209302,2022,17K353,Elijah Stroud Middle School,62%,95%,89%,100%,94%,99%,100%,100%,100%,97%,97%,99%,99%,99%,99%,100%,97%,99%,26%
7.550724637681159,2022,84K355,Williamsburg Collegiate Charter School,59%,82%,81%,98%,84%,97%,95%,90%,89%,90%,87%,87%,93%,90%,95%,95%,95%,94%,29%
7.300813008130081,2022,84K356,Achievement First Crown Heights Charter School,3%,82%,84%,93%,86%,100%,98%,100%,100%,95%,95%,95%,100%,97%,100%,100%,98%,100%,21%
7.330434782608695,2022,84K358,Achievement First East New York Charter School,16%,98%,96%,98%,98%,98%,98%,99%,99%,95%,94%,99%,99%,99%,98%,99%,99%,99%,15%
7.637931034482759,2022,84K360,Launch Expeditionary Learning Charter School,86%,89%,92%,97%,93%,97%,97%,96%,96%,93%,95%,92%,96%,95%,91%,97%,97%,97%,22%
7.427652733118971,2022,22K361,P.S. 361 East Flatbush Early Childhood School,34%,92%,95%,98%,96%,98%,97%,98%,97%,98%,95%,98%,99%,98%,98%,98%,96%,98%,26%
6.25,2022,84K362,Hellenic Classical Charter School,82%,96%,94%,98%,96%,97%,99%,98%,98%,95%,95%,94%,97%,95%,96%,98%,97%,96%,14%
7.776315789473684,2022,23K363,Brownsville Collaborative Middle School,21%,77%,85%,98%,86%,96%,98%,100%,100%,91%,100%,87%,96%,91%,95%,95%,96%,93%,35%
7.0,2022,19K364,I.S. 364 Gateway,60%,92%,92%,95%,88%,98%,96%,94%,98%,95%,94%,93%,96%,94%,90%,98%,98%,100%,31%
6.838709677419355,2022,18K366,The Science And Medicine Middle School,31%,91%,90%,96%,90%,99%,96%,96%,94%,96%,96%,96%,97%,95%,93%,92%,93%,94%,27%
7.378723404255319,2022,75K368,P.S. 368,28%,93%,92%,95%,97%,100%,96%,98%,98%,96%,96%,96%,100%,98%,96%,95%,96%,98%,26%
7.538461538461538,2022,75K369,P.S. K369 - Coy L. Cox School,13%,90%,90%,94%,87%,98%,93%,93%,95%,93%,91%,92%,89%,90%,97%,97%,97%,97%,21%
6.333333333333333,2022,75K370,P.S. 370,47%,90%,91%,97%,93%,97%,94%,92%,90%,97%,95%,96%,96%,94%,91%,94%,88%,96%,38%
6.526315789473684,2022,75K371,P.S. 371 - Lillian L. Rashkis,50%,99%,98%,97%,96%,97%,97%,96%,96%,98%,99%,98%,99%,99%,98%,98%,98%,99%,5%
7.339207048458149,2022,75K373,P.S. 373 - Brooklyn Transition Center,34%,90%,92%,97%,92%,96%,92%,94%,94%,94%,93%,94%,96%,98%,95%,97%,96%,99%,19%
8.0,2022,17K375,P.S. 375 Jackie Robinson School,39%,84%,86%,95%,88%,91%,91%,89%,91%,96%,92%,91%,92%,89%,91%,98%,93%,91%,21%
7.346666666666667,2022,26Q376,P.S. 376,76%,95%,96%,99%,98%,98%,99%,97%,97%,97%,96%,98%,98%,98%,97%,99%,97%,98%,15%
7.346666666666667,2022,32K376,P.S. 376,64%,87%,89%,98%,92%,99%,95%,96%,95%,94%,90%,94%,95%,92%,94%,96%,95%,97%,20%
