DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
QAVG,RUSSO FIRST STEP,56%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,89%,100%,100%,100%,89%,,,,,,,,,,,,
QAVI,LITTLE TOTS RED WAGON,97%,94%,100%,100%,100%,100%,97%,94%,97%,97%,91%,100%,94%,100%,100%,100%,97%,100%,100%,,,,,,,,,,,,
QAVO,OMEGA PSI PHI FRATERNITY,26%,80%,80%,100%,80%,100%,100%,100%,100%,100%,100%,80%,100%,100%,80%,100%,80%,80%,100%,,,,,,,,,,,,
QAVS,SAINT JOHN'S LUTHERAN CHURCH,25%,100%,100%,100%,100%,N/A,N/A,N/A,N/A,100%,N/A,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAVU,"ST. ALBANS MONTESSORI DAY CARE CENTER, INC.",16%,89%,89%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,100%,100%,100%,89%,88%,89%,,,,,,,,,,,,
QAVV,UP THE LADDER,50%,93%,93%,100%,100%,100%,100%,100%,93%,92%,100%,100%,100%,92%,100%,93%,93%,100%,85%,,,,,,,,,,,,
QAVW,WEST END TEMPLE NURSERY SCHOOL,83%,90%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,100%,90%,100%,100%,,,,,,,,,,,,
QAVY,NADYA DAY CARE I,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,,,,,,,,,,,,
QAVZ,NADYA DAY CARE II,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAWG,BRIGHT BEGINNINGS PRE-SCHOOL,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,,,,,,,,,,,,
QAWH,CENTRAL QUEENS YM & YWHA,39%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,89%,89%,95%,100%,100%,100%,95%,,,,,,,,,,,,
QAWK,"SHOLOM SHOLOM, INC.",41%,100%,100%,100%,93%,100%,100%,100%,93%,100%,93%,100%,100%,92%,93%,100%,93%,100%,100%,,,,,,,,,,,,
QAWO,ICCD,46%,92%,92%,100%,92%,100%,100%,92%,92%,100%,92%,92%,92%,92%,92%,92%,92%,92%,92%,,,,,,,,,,,,
QAWT,AFRO-AMERICAN PARENTS EDUCATIONAL CENTER SITE 2,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAWV,THE CHURCH IN THE GARDENS,56%,100%,100%,100%,100%,100%,100%,100%,78%,89%,89%,100%,89%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAWW,"PICKWICK SCHOOL, INC.",57%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAWX,APPLE TREE NURSERY SCHOOL,56%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAWY,CCS MONTESSORI CENTER,38%,100%,75%,91%,91%,100%,100%,100%,100%,91%,92%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAXC,ALL MY CHILDREN DAY CARE (MAYFIELD),18%,67%,67%,100%,83%,83%,100%,83%,83%,100%,67%,N/A,N/A,N/A,100%,80%,67%,100%,100%,,,,,,,,,,,,
QAXD,"BLANCHE COMMUNITY PROGRESS DAY CARE CENTER, INC.",17%,100%,100%,100%,100%,100%,86%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAXF,COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT,87%,94%,93%,93%,93%,93%,93%,93%,93%,92%,91%,93%,92%,92%,93%,94%,96%,96%,91%,,,,,,,,,,,,
QAXI,QUEENS EARLY CHILDHOOD CENTER,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,100%,,,,,,,,,,,,
QAXK,KIDS CIRCLE DAYCARE,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAXL,LAURELTON DAY CARE,49%,95%,90%,100%,90%,100%,100%,95%,100%,100%,95%,100%,100%,100%,95%,95%,90%,95%,100%,,,,,,,,,,,,
QAXN,MONTESSORI PROGRESSIVE,11%,57%,100%,100%,71%,100%,57%,57%,43%,100%,57%,83%,57%,57%,100%,50%,100%,100%,83%,,,,,,,,,,,,
QAXQ,OUR SAVIOUR LUTHERAN,50%,100%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,,,,,,,,,,,,
QAXV,REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,44%,95%,90%,95%,95%,100%,100%,100%,100%,100%,95%,100%,95%,100%,100%,100%,100%,90%,95%,,,,,,,,,,,,
QAYB,CHARLES R DREW ELC 1,27%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYD,"SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS, INC.",31%,100%,100%,100%,100%,100%,92%,92%,83%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYE,QUICK START DAY CARE CENTER,28%,100%,100%,100%,100%,100%,91%,91%,91%,100%,90%,100%,91%,91%,100%,91%,91%,100%,91%,,,,,,,,,,,,
QAYH,ALL CHILDREN'S CHILD CARE (24TH STREET),82%,83%,91%,93%,86%,100%,100%,92%,100%,91%,86%,79%,91%,91%,91%,85%,77%,85%,85%,,,,,,,,,,,,
QAYJ,BRITE ADVENTURE CENTER (58TH STREET),95%,95%,100%,100%,94%,100%,100%,100%,100%,100%,95%,100%,88%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYK,CHRIST EVANGELICAL LUTHERAN CHURCH,80%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYL,82ND STREET ACADEMICS,35%,84%,89%,98%,91%,95%,93%,91%,93%,93%,93%,90%,95%,90%,95%,90%,90%,88%,98%,,,,,,,,,,,,
QAYN,JACKSON CHILDREN'S SERVICES,55%,95%,95%,100%,95%,100%,100%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,95%,100%,,,,,,,,,,,,
QAYP,KID KRAZY AT 21ST AVENUE,72%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,100%,92%,92%,100%,92%,85%,,,,,,,,,,,,
QAYT,QUEENSVIEW NURSERY SCHOOL & KINDERGARTEN,75%,100%,91%,100%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYU,RAINBOWLAND NURSERY SCHOOL,94%,97%,100%,100%,100%,100%,97%,97%,97%,100%,94%,97%,97%,97%,100%,100%,100%,100%,97%,,,,,,,,,,,,
QAYV,RAINBOWLAND NURSERY SCHOOL,62%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYW,SAINT FRANCIS OF ASSISI SCHOOL,63%,100%,100%,100%,100%,100%,97%,97%,97%,100%,97%,97%,100%,97%,100%,100%,100%,100%,97%,,,,,,,,,,,,
QAYX,SAINT JOSEPH SCHOOL,32%,100%,100%,100%,100%,96%,96%,96%,96%,100%,96%,100%,96%,93%,100%,100%,96%,100%,96%,,,,,,,,,,,,
QAYZ,ATONEMENT PRESCHOOL,33%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAZC,PAL WESTERN QUEENS,92%,95%,90%,91%,95%,95%,95%,95%,95%,91%,95%,90%,91%,91%,86%,95%,100%,100%,100%,,,,,,,,,,,,
QAZI,SHELDON R. WEAVER CHILD CARE CENTER,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAZW,LAGUARDIA COMMUNITY COLLEGE PRESCHOOL,48%,100%,100%,100%,100%,100%,100%,94%,100%,100%,94%,100%,100%,94%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBAB,"MONA PREP DAY CARE, INC.",76%,100%,100%,100%,94%,100%,88%,97%,94%,97%,91%,100%,94%,97%,100%,94%,97%,100%,100%,,,,,,,,,,,,
QBAC,CAMBRIA CENTER FOR THE GIFTED CHILD,20%,89%,88%,89%,89%,89%,78%,78%,78%,89%,78%,89%,88%,88%,89%,100%,100%,100%,100%,,,,,,,,,,,,
QBAF,SAMUEL FIELD YM & YWHA (BAYSIDE),32%,92%,75%,100%,83%,100%,83%,91%,83%,100%,67%,75%,89%,90%,100%,82%,100%,82%,83%,,,,,,,,,,,,
QBAJ,COMMUNITY NURSERY SCHOOL COTH,79%,87%,93%,100%,100%,100%,100%,93%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,93%,,,,,,,,,,,,
QBBC,NORTHSIDE SCHOOL,73%,84%,86%,95%,97%,97%,94%,97%,100%,89%,95%,89%,92%,89%,95%,97%,94%,92%,97%,,,,,,,,,,,,
QBBE,OUR KIDS PLACE COUNTRY DAY,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBBF,DIVINE WISDOM CATHOLIC ACADEMY DOUGLASTON,39%,100%,95%,100%,89%,100%,95%,95%,95%,100%,95%,100%,100%,100%,100%,95%,100%,100%,95%,,,,,,,,,,,,
QBBG,HAN-I PRESCHOOL,100%,100%,86%,93%,93%,100%,100%,86%,100%,100%,93%,93%,92%,85%,100%,93%,93%,100%,100%,,,,,,,,,,,,
QBBH,"NEW MILESTONE, INC.",71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,,,,,,,,,,,,
QBBL,"ABC KIDDIELAND, INC.",53%,100%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,96%,100%,100%,100%,96%,96%,,,,,,,,,,,,
QBBM,MUSHROOM HOUSE DAY CARE LLC,44%,88%,100%,100%,88%,100%,88%,88%,100%,100%,88%,100%,88%,75%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBBN,NOAH'S ARK PROGRESSIVE LEARNING CENTER,53%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,96%,96%,96%,96%,100%,100%,100%,100%,,,,,,,,,,,,
QBBP,THE LAUGH AND LEARN PLACE,19%,83%,83%,83%,83%,83%,67%,67%,67%,83%,83%,83%,100%,100%,100%,83%,100%,100%,100%,,,,,,,,,,,,
QBBQ,MOST HOLY REDEEMER CATHOLIC ACADEMY,51%,91%,94%,97%,97%,100%,100%,89%,100%,97%,97%,94%,97%,97%,100%,97%,97%,97%,100%,,,,,,,,,,,,
QBBU,"NURTURING CENTER, INC.",22%,100%,100%,100%,91%,100%,100%,91%,82%,89%,82%,100%,91%,91%,100%,82%,100%,100%,100%,,,,,,,,,,,,
QBCC,"ROCHDALE VILLAGE NURSERY SCHOOL, INC.",100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,94%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBCD,MI NUEVO MUNDO,45%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBCP,HOLY LAND ECC,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,100%,86%,100%,100%,100%,,,,,,,,,,,,
QBCQ,HAUP UPK PROGRAM,56%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,,,,,,,,,,,,
QBCS,"FUNDAY DAYCARE CENTER, INC.",28%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,100%,94%,,,,,,,,,,,,
QBCT,KIDDIE ACADEMY OF WHITESTONE,50%,100%,92%,92%,96%,100%,100%,100%,100%,88%,100%,91%,91%,91%,91%,100%,100%,100%,100%,,,,,,,,,,,,
QBCW,IT'S MY TURN,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBDA,HIGHLAND ACADEMICS,28%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBDB,"QUEENS POINTE TALENT, INC.",41%,94%,94%,94%,97%,100%,94%,94%,94%,97%,94%,100%,93%,79%,97%,97%,94%,100%,83%,,,,,,,,,,,,
QBDC,SCO CORONA EARLY CHILDHOOD EDUCATION CENTER,94%,96%,98%,98%,98%,98%,100%,98%,98%,100%,95%,100%,98%,95%,100%,98%,98%,96%,93%,,,,,,,,,,,,
QBDD,HELLENIC ORTHODOX COMMUNITY OF ASTORIA ST. DEMETRIOS,53%,100%,96%,100%,100%,100%,100%,100%,96%,100%,96%,100%,100%,100%,100%,96%,96%,100%,92%,,,,,,,,,,,,
QBDS,"CLAIRE HEUREUSE COMMUNITY CENTER, INC",89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,88%,86%,100%,100%,100%,88%,,,,,,,,,,,,
QBDW,SUNFLOWER DAYCARE CENTER,73%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBEC,EMILIA'S KIDS,34%,92%,85%,100%,100%,92%,100%,92%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
QBEF,THE LEARNING TREE,31%,91%,82%,100%,91%,100%,100%,100%,100%,100%,100%,73%,90%,100%,91%,100%,91%,91%,73%,,,,,,,,,,,,
QBEG,MAGIC YEARS PRESCHOOL AND NURSERY,66%,100%,97%,100%,100%,100%,100%,97%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,94%,,,,,,,,,,,,
QBEH,MI NUEVO MUNDO CORP.,36%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,100%,100%,92%,92%,92%,,,,,,,,,,,,
QBEJ,QUEENS HERALD COMMUNITY CORP.,66%,100%,95%,100%,100%,100%,100%,100%,100%,95%,100%,100%,100%,95%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBEK,YMCA OF GREATER NY- RIDGEWOOD Y,76%,92%,100%,100%,100%,100%,100%,96%,100%,100%,100%,96%,100%,100%,100%,100%,96%,96%,96%,,,,,,,,,,,,
QBEO,ABC EARLY LEARNING CENTER,35%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBEQ,APPLE TREE DAY CARE CENTER,52%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,100%,93%,,,,,,,,,,,,
QBEX,"TOWERS PLAY-N-LEARN, INC.",60%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBGD,AFRO-AMERICAN #4,93%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
QBGH,RENANIM DAY CARE,53%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBGI,TINY FOOTSTEPS,35%,88%,100%,100%,94%,100%,100%,94%,94%,100%,94%,87%,93%,93%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBGJ,COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT DCC,92%,97%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,,,,,,,,,,,,
QBGK,KON GEN INTERNATIONAL PRESCHOOL,47%,96%,93%,100%,100%,93%,100%,100%,96%,96%,93%,96%,88%,92%,100%,100%,100%,96%,96%,,,,,,,,,,,,
QBGL,"STAR PARADISE, INC.",93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBGO,SUNNYSIDE COMMUNITY SERVICES,68%,89%,95%,100%,100%,100%,100%,100%,100%,100%,100%,93%,95%,95%,100%,95%,94%,89%,100%,,,,,,,,,,,,
QBGP,MOVING UP CHILDREN CENTER,47%,97%,100%,100%,97%,97%,100%,100%,97%,97%,97%,100%,94%,97%,97%,97%,100%,100%,92%,,,,,,,,,,,,
QBGR,MI NUEVO MUNDO,37%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBGS,IVY LEAGUE EARLY LEARNING ACADEMY,94%,100%,100%,100%,98%,98%,98%,95%,98%,98%,98%,100%,98%,98%,100%,100%,100%,100%,95%,,,,,,,,,,,,
QBGV,APPLE TREE DAY CARE CENTER (197TH STREET),50%,83%,50%,83%,67%,83%,83%,83%,83%,83%,83%,80%,83%,83%,83%,100%,100%,100%,83%,,,,,,,,,,,,
QBHB,RAINBOW CHILD DEV CENTER II,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHM,IMMANUEL GENIUS,36%,100%,88%,100%,88%,100%,100%,86%,88%,100%,88%,88%,88%,88%,86%,88%,100%,100%,88%,,,,,,,,,,,,
QBHN,LEADING KIDS PRESCHOOL,41%,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHO,HOLY MOUNTAIN,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,,,,,,,,,,,,
QBHP,HAPPY MARYANN DAY SCHOOL,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHQ,SHOLOM SHOLOM INC.,25%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,,,,,,,,,,,,
QBHR,KATHY'S DAY CARE,56%,100%,100%,100%,60%,100%,100%,100%,100%,80%,60%,100%,N/A,N/A,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHS,BRIGHT KIDS DAY CARE,85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHV,QUEENS LIBRARY UPK - WOODHAVEN,41%,86%,100%,100%,100%,100%,86%,100%,100%,100%,86%,100%,86%,100%,100%,86%,86%,86%,100%,,,,,,,,,,,,
QBHW,RAVENSWOOD,67%,83%,92%,100%,100%,92%,92%,100%,100%,92%,100%,91%,100%,100%,91%,92%,100%,100%,100%,,,,,,,,,,,,
QBHX,ADVENTURELAND CHILD CARE,29%,80%,60%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%,80%,100%,100%,80%,N/A,80%,,,,,,,,,,,,
QBHY,AIM HIGH LEADERSHIP ACADEMY,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBIB,LEARNING LADDER CENTER,100%,100%,100%,100%,100%,97%,97%,100%,100%,93%,97%,94%,97%,94%,94%,97%,100%,100%,97%,,,,,,,,,,,,
QBIE,CPC CORONA QUEENS UPK,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
QBIG,KIDDIE ACADEMY OF FLUSHING,38%,93%,87%,93%,93%,90%,97%,97%,97%,93%,97%,93%,93%,96%,96%,100%,97%,97%,93%,,,,,,,,,,,,
QBIH,MI NUEVO MUNDO,42%,100%,100%,100%,100%,100%,93%,100%,100%,93%,100%,93%,92%,92%,93%,100%,87%,93%,86%,,,,,,,,,,,,
QBII,ACADEMY OF EXCELLENCE BELL PARK 7,74%,97%,97%,97%,93%,95%,95%,95%,95%,95%,92%,93%,95%,95%,96%,100%,100%,100%,98%,,,,,,,,,,,,
QBIS,BABY STEPS DAYCARE CENTER II,77%,96%,91%,96%,96%,96%,100%,96%,96%,96%,100%,96%,96%,96%,96%,100%,100%,100%,95%,,,,,,,,,,,,
QBIY,KIDZ WORLD EARLY CHILDHOOD CENTER,80%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBIZ,PRESCHOOL R US II,100%,98%,98%,98%,98%,98%,98%,98%,98%,96%,98%,98%,98%,98%,98%,96%,98%,96%,98%,,,,,,,,,,,,
QBJC,MAROOS PRESCHOOL,94%,100%,94%,100%,100%,100%,100%,100%,100%,93%,100%,93%,93%,93%,94%,94%,88%,94%,94%,,,,,,,,,,,,
QBJE,MORNING STAR PRESCHOOL,25%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBJH,BETHEL MISSION STATION CHURCH / BETHEL MISSION LOVING DAY CARE CENTER,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBJK,YC CHILD & FAMILY CENTER,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
QBJN,AL-MAMOOR SCHOOL,59%,89%,90%,100%,100%,100%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,90%,,,,,,,,,,,,
QBJO,AL MADINAH SCHOOL,43%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBJP,MAGIC BEANS,39%,79%,86%,100%,86%,100%,93%,79%,79%,100%,93%,100%,100%,100%,100%,86%,100%,100%,100%,,,,,,,,,,,,
QBJQ,GARDEN SCHOOL,88%,98%,97%,99%,97%,100%,97%,99%,98%,97%,98%,98%,97%,96%,100%,94%,97%,95%,97%,,,,,,,,,,,,
QBJR,GRACE DAY CARE CENTER,88%,93%,93%,100%,93%,100%,100%,93%,100%,100%,100%,100%,100%,93%,93%,87%,87%,87%,93%,,,,,,,,,,,,
QBJV,RAINBOW CHILD DEVELOPMENT CENTER,78%,100%,100%,100%,100%,100%,100%,100%,100%,82%,100%,100%,100%,89%,100%,100%,100%,100%,48%,,,,,,,,,,,,
QBJX,DIVINE WISDOM CATHOLIC ACADEMY,40%,88%,100%,100%,100%,100%,94%,94%,94%,93%,88%,100%,100%,93%,100%,94%,100%,100%,94%,,,,,,,,,,,,
QBKE,SHOLOM SHOLOM INC.,94%,98%,99%,100%,100%,97%,97%,94%,97%,98%,94%,99%,98%,99%,99%,96%,96%,97%,97%,,,,,,,,,,,,
QBLD,ABC KIDDIELAND DAY CARE CENTER,79%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBLF,DISCOVERY LANE DAY CARE CENTER,42%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,63%,,,,,,,,,,,,
QBLI,I BEAR DAYCARE CENTER,63%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,,,,,,,,,,,,
QBLR,PLAY AND LEARN DAY CARE CENTER,68%,92%,85%,100%,92%,100%,92%,92%,92%,100%,85%,92%,90%,91%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBLV,RAINBOW - LITTLE NECK,63%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,,,,,,,,,,,,
QBLY,IVY DAY SCHOOL,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,,,,,,,,,,,,
QBMC,"BETH GAVRIEL DCC, INC.",44%,100%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,80%,80%,86%,100%,86%,86%,100%,,,,,,,,,,,,
QBME,HAPPILY EVER AFTER,27%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBMF,THE LITTLE LEARNING CENTER,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBMJ,ALLEN CHRISTIAN SCHOOL,26%,89%,88%,89%,88%,89%,89%,89%,89%,89%,89%,88%,89%,89%,89%,100%,100%,100%,100%,,,,,,,,,,,,
QBMK,IVY DAY SCHOOL,46%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,100%,100%,100%,100%,97%,,,,,,,,,,,,
QBML,AL-IHSAN ACADEMY,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,70%,,,,,,,,,,,,
QBMP,SUNNYSIDE FRIENDS,37%,86%,86%,100%,100%,100%,100%,100%,100%,100%,100%,83%,100%,100%,86%,100%,100%,100%,100%,,,,,,,,,,,,
QBMQ,DREAM DAY CARE,100%,86%,86%,100%,86%,100%,86%,86%,86%,100%,86%,100%,100%,100%,100%,100%,100%,100%,86%,,,,,,,,,,,,
QBNA,LUTHERAN CHURCH OF OUR SAVIOUR - CHURCH CAMPUS,53%,89%,78%,100%,89%,100%,100%,100%,100%,88%,89%,89%,100%,100%,100%,89%,100%,100%,100%,,,,,,,,,,,,
QBNF,AL-IHSAN ACADEMY 3,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,,,,,,,,,,,,
QBNM,TALENTED LITTLE CHILDREN III,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBNN,NEW MILESTONE,23%,88%,75%,75%,75%,88%,88%,88%,88%,88%,75%,88%,80%,83%,88%,88%,100%,88%,88%,,,,,,,,,,,,
QBNP,CORONA FRIENDS,35%,83%,83%,100%,100%,100%,94%,100%,94%,93%,83%,100%,75%,86%,100%,94%,89%,76%,94%,,,,,,,,,,,,
QBNR,NOAH'S ARK PREPARATORY III INC.,93%,93%,94%,94%,90%,94%,94%,97%,94%,96%,96%,96%,94%,96%,94%,97%,99%,99%,87%,,,,,,,,,,,,
QBNS,GRYC LITTLE STARS AT FAIRVIEW,71%,96%,92%,96%,92%,100%,92%,100%,96%,100%,92%,92%,96%,100%,100%,96%,92%,96%,96%,,,,,,,,,,,,
QBNU,HIDDEN TREASURES,56%,80%,80%,60%,N/A,80%,80%,80%,80%,N/A,60%,N/A,60%,80%,80%,100%,80%,N/A,40%,,,,,,,,,,,,
QBNV,"INDEPENDENT KIDZ DAYCARE, INC.",85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,97%,100%,100%,97%,100%,93%,,,,,,,,,,,,
