DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
QAWC,Paccor Kids,16%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,N/A,N/A,N/A,100%,100%,100%,100%,80%,,,,,,,,,,,,
QAWG,Bright Beginnings Pre-School,87%,96%,93%,100%,96%,100%,100%,100%,96%,100%,100%,96%,96%,96%,100%,100%,96%,100%,96%,,,,,,,,,,,,
QAWH,Central Queens Ym & Ywha,40%,85%,95%,100%,95%,80%,75%,53%,55%,94%,100%,95%,78%,72%,89%,95%,95%,95%,90%,,,,,,,,,,,,
QAWK,"Sholom Sholom, Inc.",52%,100%,100%,100%,100%,94%,94%,94%,88%,100%,94%,100%,93%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAWM,Rego Park Day School,44%,94%,94%,100%,88%,100%,94%,100%,88%,94%,94%,94%,87%,86%,94%,94%,94%,100%,100%,,,,,,,,,,,,
QAWO,Iccd,44%,100%,95%,100%,95%,95%,100%,100%,95%,100%,90%,95%,100%,95%,100%,100%,100%,100%,90%,,,,,,,,,,,,
QAWS,It'S My Turn,50%,100%,100%,100%,100%,100%,100%,100%,100%,90%,100%,90%,100%,100%,89%,100%,100%,100%,100%,,,,,,,,,,,,
QAWT,Afro-American Parents Educational Center Site 2,71%,100%,100%,100%,100%,100%,95%,95%,100%,100%,95%,100%,100%,100%,100%,100%,100%,100%,95%,,,,,,,,,,,,
QAWU,"Sunshine School, Llc",63%,100%,97%,100%,97%,100%,100%,100%,100%,97%,97%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAWW,"Pickwick School, Inc.",36%,80%,90%,100%,100%,100%,100%,100%,100%,89%,100%,100%,100%,89%,100%,100%,90%,100%,100%,,,,,,,,,,,,
QAWX,Apple Tree Nursery School,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAWY,Ccs Montessori Center,30%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAXD,"Blanche Community Progress Day Care Center, Inc.",29%,86%,86%,93%,87%,87%,87%,86%,87%,93%,87%,93%,93%,93%,100%,100%,82%,82%,83%,,,,,,,,,,,,
QAXF,Committee For Early Childhood Development,74%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,96%,100%,100%,96%,100%,96%,100%,100%,,,,,,,,,,,,
QAXI,Queens Early Childhood Center,29%,100%,90%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,80%,100%,100%,,,,,,,,,,,,
QAXL,Laurelton Day Care,31%,94%,94%,94%,94%,94%,94%,94%,94%,87%,93%,88%,94%,94%,94%,100%,100%,100%,100%,,,,,,,,,,,,
QAXN,Montessori Progressive,21%,94%,83%,100%,94%,89%,89%,100%,94%,94%,94%,88%,88%,100%,94%,100%,94%,94%,94%,,,,,,,,,,,,
QAXQ,Our Saviour Lutheran,79%,97%,97%,97%,97%,100%,97%,100%,100%,100%,100%,97%,97%,96%,100%,97%,100%,97%,100%,,,,,,,,,,,,
QAXV,Redeemer Lutheran Church And Nursery School,70%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,100%,100%,100%,97%,,,,,,,,,,,,
QAYB,Charles R Drew Elc 1,57%,96%,96%,96%,100%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,96%,96%,96%,,,,,,,,,,,,
QAYD,"South Jamaica Center For Children And Parents, Inc.",82%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,88%,,,,,,,,,,,,
QAYE,Quick Start Day Care Center,36%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYG,All Children'S Child Care (31St Avenue),71%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYI,Brite Adventure Center (30Th Avenue),85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%,,,,,,,,,,,,
QAYJ,Brite Adventure Center (58Th Street),59%,100%,89%,100%,100%,100%,100%,100%,100%,94%,100%,94%,100%,94%,100%,100%,100%,100%,95%,,,,,,,,,,,,
QAYK,Christ Evangelical Lutheran Church,81%,100%,100%,100%,100%,100%,100%,100%,100%,92%,100%,92%,100%,92%,92%,100%,92%,92%,100%,,,,,,,,,,,,
QAYL,82Nd Street Academics,27%,91%,97%,100%,89%,94%,97%,94%,97%,96%,97%,94%,93%,94%,100%,97%,94%,97%,97%,,,,,,,,,,,,
QAYN,Jackson Children'S Services,42%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYP,Kid Krazy At 21St Avenue,61%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYT,Queensview Nursery School & Kindergarten,94%,87%,100%,100%,100%,93%,100%,93%,93%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAYU,Rainbowland Nursery School,75%,96%,92%,96%,92%,96%,96%,96%,96%,92%,96%,96%,90%,96%,96%,100%,96%,100%,96%,,,,,,,,,,,,
QAYV,Rainbowland Nursery School,67%,100%,100%,100%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,,,,,,,,,,,,
QAYW,Saint Francis Of Assisi School,27%,85%,86%,93%,93%,93%,93%,93%,93%,83%,93%,83%,93%,93%,85%,100%,93%,100%,100%,,,,,,,,,,,,
QAYX,Saint Joseph School,32%,88%,100%,100%,96%,100%,96%,100%,100%,96%,92%,100%,100%,88%,100%,100%,100%,96%,96%,,,,,,,,,,,,
QAYZ,Atonement Preschool,48%,94%,94%,100%,94%,94%,100%,100%,100%,100%,94%,94%,92%,100%,93%,94%,94%,100%,94%,,,,,,,,,,,,
QAZC,Pal Western Queens,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,100%,100%,,,,,,,,,,,,
QAZI,Sheldon R. Weaver Child Care Center,92%,100%,100%,100%,100%,100%,100%,100%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAZV,Macedonia Child Development Center,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QAZW,Laguardia Community College Preschool,47%,94%,94%,100%,100%,100%,100%,100%,94%,94%,93%,94%,93%,94%,100%,100%,94%,93%,94%,,,,,,,,,,,,
QBAB,"Mona Prep Day Care, Inc.",34%,94%,100%,88%,100%,100%,100%,100%,94%,100%,94%,94%,100%,94%,100%,94%,100%,94%,100%,,,,,,,,,,,,
QBAC,Cambria Center For The Gifted Child,18%,100%,100%,100%,89%,100%,89%,89%,89%,100%,89%,89%,100%,100%,100%,89%,100%,100%,100%,,,,,,,,,,,,
QBAF,Samuel Field Ym & Ywha (Bayside),56%,100%,100%,100%,100%,93%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBAJ,Community Nursery School Coth,88%,93%,100%,100%,100%,100%,93%,93%,93%,100%,100%,100%,93%,93%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBBC,Northside School,54%,94%,100%,97%,97%,100%,97%,97%,94%,97%,100%,97%,97%,94%,97%,100%,94%,97%,100%,,,,,,,,,,,,
QBBE,Our Kids Place Country Day,40%,95%,95%,100%,95%,100%,95%,95%,90%,95%,100%,100%,95%,100%,100%,95%,100%,100%,100%,,,,,,,,,,,,
QBBF,Divine Wisdom Catholic Academy Douglaston,34%,100%,100%,100%,94%,94%,94%,94%,94%,100%,94%,100%,100%,100%,100%,100%,94%,100%,88%,,,,,,,,,,,,
QBBG,Han-I Preschool,76%,92%,85%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,100%,100%,100%,92%,,,,,,,,,,,,
QBBH,"New Milestone, Inc.",77%,100%,96%,100%,96%,100%,100%,96%,96%,96%,100%,100%,100%,100%,96%,95%,100%,100%,100%,,,,,,,,,,,,
QBBL,"Abc Kiddieland, Inc.",79%,82%,85%,94%,91%,91%,94%,88%,94%,91%,88%,97%,85%,91%,97%,94%,97%,97%,88%,,,,,,,,,,,,
QBBN,Noah'S Ark Progressive Learning Center,75%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBBQ,Most Holy Redeemer Catholic Academy,48%,97%,92%,100%,97%,97%,100%,100%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,94%,,,,,,,,,,,,
QBBU,"Nurturing Center, Inc.",26%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,,,,,,,,,,,,
QBCC,"Rochdale Village Nursery School, Inc.",100%,100%,100%,100%,95%,100%,100%,100%,94%,89%,95%,95%,100%,95%,95%,100%,100%,100%,89%,,,,,,,,,,,,
QBCD,Mi Nuevo Mundo,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBCP,Holy Land Ecc,63%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,80%,100%,N/A,N/A,100%,N/A,100%,100%,80%,,,,,,,,,,,,
QBCQ,Haup Upk Program,53%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,78%,89%,100%,100%,90%,100%,100%,,,,,,,,,,,,
QBCS,"Funday Daycare Center, Inc.",44%,100%,100%,100%,94%,100%,100%,100%,100%,100%,95%,100%,100%,100%,100%,95%,100%,100%,90%,,,,,,,,,,,,
QBCT,Kiddie Academy Of Whitestone,40%,100%,95%,100%,100%,100%,100%,100%,100%,95%,100%,95%,100%,100%,100%,100%,100%,95%,100%,,,,,,,,,,,,
QBCW,It'S My Turn,44%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBDA,Highland Academics,39%,91%,87%,95%,95%,100%,91%,96%,100%,95%,96%,90%,95%,95%,100%,90%,95%,95%,100%,,,,,,,,,,,,
QBDB,"Queens Pointe Talent, Inc.",54%,88%,89%,98%,88%,95%,95%,95%,95%,98%,95%,93%,90%,83%,100%,100%,95%,95%,82%,,,,,,,,,,,,
QBDC,Sco Corona Early Childhood Education Center,73%,94%,97%,100%,94%,97%,97%,91%,91%,94%,88%,100%,86%,94%,100%,97%,100%,100%,91%,,,,,,,,,,,,
QBDD,Hellenic Orthodox Community Of Astoria St. Demetrios,52%,94%,94%,100%,100%,94%,94%,100%,94%,94%,88%,94%,100%,87%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBDW,Sunflower Daycare Center,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBEC,Emilia'S Kids,43%,69%,75%,100%,94%,94%,94%,94%,100%,87%,94%,87%,93%,87%,100%,94%,75%,93%,94%,,,,,,,,,,,,
QBEF,The Learning Tree,17%,100%,80%,83%,83%,83%,83%,100%,83%,100%,100%,83%,100%,100%,100%,83%,100%,100%,100%,,,,,,,,,,,,
QBEG,Magic Years Preschool And Nursery,74%,92%,95%,95%,92%,95%,95%,95%,90%,95%,97%,87%,94%,91%,97%,100%,92%,97%,90%,,,,,,,,,,,,
QBEH,Mi Nuevo Mundo Corp.,69%,100%,100%,100%,92%,96%,100%,100%,100%,100%,96%,100%,95%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
QBEJ,Queens Herald Community Corp.,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,82%,,,,,,,,,,,,
QBEK,Ymca Of Greater Ny- Ridgewood Y,71%,96%,91%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBEO,Abc Early Learning Center,95%,100%,100%,100%,98%,100%,98%,98%,98%,100%,100%,98%,98%,98%,98%,100%,98%,100%,100%,,,,,,,,,,,,
QBEQ,Apple Tree Day Care Center,46%,88%,94%,100%,100%,94%,94%,94%,94%,100%,100%,88%,94%,94%,100%,100%,100%,100%,94%,,,,,,,,,,,,
QBGC,Sunflower Kidz Day Care,40%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
QBGH,Renanim Day Care,63%,100%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBGI,Tiny Footsteps,39%,88%,94%,94%,94%,94%,93%,93%,94%,93%,93%,93%,94%,93%,94%,100%,94%,94%,100%,,,,,,,,,,,,
QBGJ,Committee For Early Childhood Development Dcc,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBGK,Kon Gen International Preschool,35%,96%,100%,100%,100%,100%,96%,100%,100%,100%,92%,100%,100%,96%,100%,100%,100%,100%,96%,,,,,,,,,,,,
QBGL,"Star Paradise, Inc.",44%,94%,94%,100%,100%,100%,100%,100%,94%,100%,100%,93%,93%,87%,100%,100%,100%,94%,88%,,,,,,,,,,,,
QBGM,Yeshiva Darchei Torah,14%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBGO,Sunnyside Community Services,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,93%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
QBGP,Moving Up Children Center,49%,93%,90%,95%,90%,98%,95%,95%,95%,95%,95%,95%,91%,92%,100%,98%,95%,95%,81%,,,,,,,,,,,,
QBGR,Mi Nuevo Mundo,34%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,100%,100%,100%,90%,80%,,,,,,,,,,,,
QBGS,Ivy League Early Learning Academy,96%,98%,93%,96%,96%,94%,94%,91%,94%,94%,96%,98%,95%,96%,96%,98%,98%,96%,98%,,,,,,,,,,,,
QBGV,Apple Tree Day Care Center (197Th Street),67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHB,Rainbow Child Dev Center Ii,49%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHK,Rising Stars Islamic School (Lcna),63%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHL,My Little Footprints Daycare Corp.,70%,86%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHM,Immanuel Genius,43%,100%,100%,100%,100%,100%,100%,90%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHN,Leading Kids Preschool,71%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,100%,100%,100%,100%,,,,,,,,,,,,
QBHO,Holy Mountain,78%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,,,,,,,,,,,,
QBHP,Happy Maryann Day School,84%,100%,98%,100%,100%,100%,100%,98%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,,,,,,,,,,,,
QBHQ,Sholom Sholom Inc.,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHR,Kathy'S Day Care,69%,100%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,67%,,,,,,,,,,,,
QBHS,Bright Kids Day Care,87%,92%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,75%,,,,,,,,,,,,
QBHW,Ravenswood,36%,100%,100%,100%,80%,100%,80%,80%,100%,N/A,N/A,100%,N/A,N/A,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBHY,Aim High Leadership Academy,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBIB,Learning Ladder Center,72%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,,,,,,,,,,,,
QBIE,Cpc Corona Queens Upk,82%,93%,100%,100%,100%,100%,100%,100%,100%,100%,93%,100%,93%,100%,100%,100%,100%,93%,93%,,,,,,,,,,,,
QBIG,Kiddie Academy Of Flushing,42%,78%,79%,91%,82%,88%,94%,97%,97%,94%,94%,97%,96%,97%,100%,97%,85%,88%,97%,,,,,,,,,,,,
QBIH,Mi Nuevo Mundo,61%,100%,95%,94%,95%,100%,100%,89%,89%,100%,100%,100%,94%,100%,100%,95%,95%,95%,94%,,,,,,,,,,,,
QBII,Academy Of Excellence Bell Park 7,74%,100%,97%,100%,97%,98%,98%,100%,100%,100%,98%,95%,100%,98%,100%,98%,98%,100%,100%,,,,,,,,,,,,
QBIS,Baby Steps Daycare Center Ii,86%,100%,92%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,83%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBIX,"Sunshine Learning Center, Inc.",22%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBIY,Kidz World Early Childhood Center,59%,88%,88%,94%,94%,94%,94%,94%,94%,93%,100%,93%,92%,93%,100%,94%,88%,93%,93%,,,,,,,,,,,,
QBIZ,Preschool R Us Ii,42%,100%,95%,95%,100%,95%,100%,100%,100%,89%,95%,95%,95%,100%,100%,100%,95%,95%,95%,,,,,,,,,,,,
QBJC,Maroos Preschool,61%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBJH,Bethel Mission Station Church / Bethel Mission Loving Day Care Center,44%,83%,100%,86%,86%,86%,86%,86%,100%,83%,86%,86%,86%,86%,86%,100%,100%,100%,86%,,,,,,,,,,,,
QBJJ,North Side School,32%,95%,90%,100%,85%,100%,100%,90%,85%,100%,85%,90%,94%,95%,100%,100%,100%,100%,89%,,,,,,,,,,,,
QBJN,Al-Mamoor School,63%,94%,100%,100%,100%,100%,94%,100%,94%,88%,100%,100%,94%,88%,94%,100%,100%,100%,94%,,,,,,,,,,,,
QBJP,Magic Beans,40%,88%,100%,100%,100%,88%,75%,75%,63%,88%,88%,100%,88%,100%,100%,88%,100%,100%,100%,,,,,,,,,,,,
QBJQ,Garden School,42%,85%,81%,94%,90%,94%,96%,90%,92%,89%,90%,91%,87%,86%,94%,94%,85%,85%,94%,,,,,,,,,,,,
QBJR,Grace Day Care Center,59%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,100%,100%,100%,80%,,,,,,,,,,,,
QBJV,Rainbow Child Development Center,47%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,,,,,,,,,,,,
QBJX,Divine Wisdom Catholic Academy,48%,100%,95%,100%,100%,95%,95%,95%,95%,95%,100%,95%,100%,100%,100%,100%,90%,95%,90%,,,,,,,,,,,,
QBKE,Sholom Sholom Inc.,64%,92%,92%,97%,87%,100%,97%,95%,100%,94%,92%,92%,94%,97%,97%,95%,92%,92%,90%,,,,,,,,,,,,
QBLD,Abc Kiddieland Day Care Center,81%,100%,94%,100%,94%,94%,94%,81%,88%,100%,82%,86%,93%,88%,100%,100%,100%,100%,94%,,,,,,,,,,,,
QBLI,I Bear Daycare Center,47%,86%,86%,100%,100%,86%,86%,100%,86%,100%,86%,86%,100%,100%,100%,100%,86%,100%,100%,,,,,,,,,,,,
QBLR,Play And Learn Day Care Center,55%,73%,73%,91%,64%,90%,55%,55%,45%,80%,45%,80%,67%,56%,90%,91%,64%,82%,91%,,,,,,,,,,,,
QBLV,Rainbow - Little Neck,62%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,,,,,,,,,,,,
QBLY,Ivy Day School,91%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,97%,97%,,,,,,,,,,,,
QBMC,"Beth Gavriel Dcc, Inc.",58%,86%,100%,100%,100%,86%,86%,86%,86%,100%,86%,100%,83%,86%,100%,100%,100%,100%,71%,,,,,,,,,,,,
QBME,Happily Ever After,47%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,,,,,,,,,,,,
QBMF,The Little Learning Center,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBMJ,Allen Christian School,26%,78%,78%,100%,78%,100%,100%,100%,100%,88%,89%,89%,100%,88%,100%,100%,89%,78%,89%,,,,,,,,,,,,
QBMK,Ivy Day School,54%,97%,94%,97%,94%,94%,97%,97%,97%,97%,100%,97%,94%,91%,100%,97%,97%,94%,97%,,,,,,,,,,,,
QBML,Al-Ihsan Academy,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,100%,95%,100%,100%,95%,100%,100%,100%,100%,,,,,,,,,,,,
QBMP,Sunnyside Friends,64%,86%,93%,100%,100%,100%,100%,93%,100%,100%,100%,93%,93%,93%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBMQ,Dream Day Care,75%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBMZ,The Learning Experience - Bayside,32%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBNA,Lutheran Church Of Our Saviour - Church Campus,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,86%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBNF,Al-Ihsan Academy 3,89%,100%,100%,100%,100%,100%,100%,100%,100%,93%,100%,86%,93%,93%,93%,93%,94%,93%,100%,,,,,,,,,,,,
QBNM,Talented Little Children Iii,91%,80%,90%,100%,100%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,88%,,,,,,,,,,,,
QBNN,New Milestone,40%,90%,90%,89%,90%,90%,90%,90%,90%,89%,90%,90%,90%,90%,90%,100%,100%,100%,100%,,,,,,,,,,,,
QBNP,Corona Friends,80%,97%,97%,97%,97%,97%,90%,90%,94%,100%,93%,97%,93%,93%,100%,97%,97%,100%,90%,,,,,,,,,,,,
QBNR,Noah'S Ark Preparatory Iii Inc.,82%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,,,,,,,,,,,,
QBNS,Gryc Little Stars At Fairview,100%,100%,91%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBNV,"Independent Kidz Daycare, Inc.",50%,85%,85%,92%,77%,92%,77%,75%,69%,83%,92%,67%,80%,80%,92%,92%,91%,92%,92%,,,,,,,,,,,,
QBNY,Divine Mercy Catholic Academy,38%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBOA,Aim High Leadership Academy Center Too,80%,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,88%,88%,88%,88%,100%,100%,100%,100%,,,,,,,,,,,,
QBOD,Baby Steps Daycare Center Inc,35%,78%,89%,100%,89%,100%,100%,100%,100%,100%,89%,88%,100%,89%,88%,100%,89%,100%,89%,,,,,,,,,,,,
QBOG,Aim High Leadership Academy,60%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBON,"Kissena Cherry Daycare, Inc",82%,93%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,,,,,,,,,,,,
QBOQ,Precious Moments,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAAA,Academy Of Saint Dorothy,36%,100%,100%,100%,100%,100%,100%,100%,100%,80%,100%,80%,100%,100%,80%,100%,100%,100%,100%,,,,,,,,,,,,
RAAH,Community Resources Preschool,60%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAAN,Gateway Academy Upk,76%,100%,100%,100%,100%,100%,100%,92%,92%,100%,92%,100%,100%,92%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RABA,Our Lady Help Of Christians,33%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,,,,,,,,,,,,
RABC,Our Lady Of Mount Carmel St. Benedicta,50%,89%,80%,90%,70%,56%,80%,70%,60%,80%,80%,80%,88%,89%,88%,90%,80%,78%,100%,,,,,,,,,,,,
RABD,Our Lady Queen Of Peace School,58%,91%,91%,100%,100%,100%,100%,91%,91%,100%,100%,89%,90%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RABJ,Sacred Heart School,44%,95%,95%,100%,100%,91%,100%,100%,95%,100%,95%,100%,100%,100%,100%,100%,95%,100%,100%,,,,,,,,,,,,
RABL,St. Ann School,42%,89%,80%,90%,80%,90%,90%,80%,80%,90%,90%,90%,100%,100%,90%,100%,90%,90%,90%,,,,,,,,,,,,
RABM,Saint Charles School,100%,94%,94%,96%,94%,96%,96%,94%,96%,94%,96%,92%,94%,94%,96%,96%,92%,96%,96%,,,,,,,,,,,,
RABN,Saint Christopher School,33%,92%,77%,92%,92%,100%,92%,100%,100%,100%,100%,91%,100%,100%,100%,100%,100%,92%,92%,,,,,,,,,,,,
RABP,Saint John'S Ev Preschool,41%,92%,100%,100%,100%,100%,100%,100%,92%,92%,100%,82%,83%,92%,92%,100%,100%,100%,92%,,,,,,,,,,,,
RABZ,St. Patrick'S,41%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RACC,Saint Peter - Saint Paul School,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RACE,St. Rita School,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RACH,St. Teresa Of The Infant Jesus,45%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,85%,92%,100%,,,,,,,,,,,,
RACL,The Gingerbread Learning Center,35%,100%,83%,100%,83%,100%,100%,67%,40%,100%,N/A,83%,N/A,80%,100%,N/A,83%,67%,83%,,,,,,,,,,,,
